Kernel trace events
Device, Binary, Kernel, Compute Unit, Function, Data Type, Index, Start Time (ms), End Time (ms), Value
xilinx_u250_xdma_201830_2-0,hw_emu_kernels,add4d,add4d_1,top,top,0,0.006503,0.007710,0
